"Id","Value"
1,44.2817762340743
6,31.8150155214932
9,49.035903217526
12,37.0215108514415
13,35.0308080266712
15,32.1990370375484
26,49.8847291308257
29,42.4160146155718
37,41.2745439221908
40,34.5929766218624
49,46.0334256182551
50,36.2449500537276
51,49.1363216812274
54,44.4928691174263
73,39.1426656061535
75,41.3655330543769
76,30.4382638557185
82,46.4169466146849
84,36.0422012240501
85,49.9688849873276
87,48.6864704650192
90,45.2167997219307
97,41.6886170520643
98,47.0854103057772
102,39.9125401834137
110,46.0844868062185
113,48.1567145079938
115,37.1255588311553
118,35.0655268952696
120,37.1376652034577
128,34.2335339932197
129,41.763726383035
134,40.2986932019625
137,45.1061267422862
141,46.7397711335519
146,34.8276596132775
157,39.3718474576407
163,40.3199552362317
165,39.7714470033664
173,45.7898301079541
178,37.3184303769649
182,37.9617889181937
184,46.3196661423011
185,50.5782800799444
186,41.3216658458575
189,40.1593997125168
198,45.3789191646141
209,34.7049997804215
210,44.4526779186099
211,48.8719593108005
224,47.7078951061523
227,40.0656760454363
230,33.7735044382828
233,44.8988244034062
235,38.2996782228493
236,33.6933167628434
246,44.0994449075782
249,41.8782492029625
250,37.7303967909873
260,37.6419387703383
262,36.1978550695874
263,52.1437753551759
282,41.3468352616073
292,45.0956396073548
295,37.6773088153835
296,35.4492184846211
297,40.4984929523919
305,46.865491630178
308,39.0626785942967
310,39.3436260539213
319,37.6309515507938
322,33.388943727598
324,41.2838836243366
327,40.8587255992281
330,47.3722169091782
332,34.0928477002999
337,35.1319109517647
338,42.5801215179771
340,37.9757743501081
344,39.6356110750308
346,41.1996117482205
348,39.2016417368945
352,46.824765809708
360,44.7145558267702
365,39.0801770096563
367,38.1440852972862
368,44.2417272851034
371,36.1366688492274
378,37.2823354054481
380,38.8165663018474
387,36.3641516194834
395,41.3172170233844
397,34.1394363490402
399,37.5967572807736
403,40.0066599110464
404,51.6811595194173
407,43.474053690205
424,36.4561263742675
429,33.9591688617302
430,37.968633130157
431,42.810901654723
435,48.6030552418438
438,36.6676365757317
439,36.4713761231554
441,40.3802937525402
447,33.9556144693749
451,46.7104278599376
452,41.4775776427824
458,37.6114170142568
462,36.6119891453475
473,32.6629896145329
474,37.2603362138283
478,33.2754645821118
483,37.2600347222828
490,41.5691784112453
493,44.2708094990466
502,40.8874029759192
507,38.5602520483399
510,37.0575849957637
511,42.096627088909
518,43.7018720561982
522,41.0941058423684
527,50.299859064533
530,36.2135676309066
550,47.2351194290336
555,43.204686031345
556,43.678337111118
559,45.2891210624507
568,29.6096005397731
570,43.7726610865296
575,30.6001165471086
581,37.5279145020168
586,41.068045244865
592,41.5400155260044
593,35.8501717217263
595,38.8554985619021
599,43.5744329404245
601,34.7217975692117
602,35.5666997887601
607,42.0175232794636
608,35.928931694786
609,42.5037650235952
620,41.1821452031691
621,35.8164244322883
626,41.9547975760759
627,38.6666201666535
628,45.0075338710714
631,36.6628236067677
645,44.4878121148235
646,33.8042354782229
648,43.2935488974032
651,28.7700177027339
656,38.3547202424043
667,43.3744082260359
673,44.4453817470384
676,38.9010434895116
684,38.4196733048267
690,38.1500569009072
691,41.195906026876
692,45.5312549088988
693,39.7825814814396
704,38.7195940959366
710,47.9114246230883
717,36.4410374267321
719,44.5061570962067
721,47.0591776053487
722,38.4014863997763
724,40.4762602101735
726,38.0015937975042
731,43.5477750328155
732,37.296293085956
733,43.8375019188571
734,32.6646705547461
743,35.267222282918
747,46.7939891472056
756,45.5958657747041
757,39.5967579473282
758,40.61942339542
764,27.2048649753568
767,44.1178930602781
768,39.0199944275111
772,35.1991567832715
776,37.0742132025385
779,51.7451935157258
786,40.9257498845385
787,43.7750557067001
791,37.1807877568139
795,43.4902202158854
804,38.5780295579466
812,39.6580942105224
821,37.1154239024944
845,41.6273623412426
846,40.4098110285742
849,47.9945139683469
850,37.552819476194
856,33.6650864564556
857,40.5433208850797
858,39.7987549983088
859,48.5318042174643
869,42.1528725938083
870,37.2265632481207
871,44.147409387862
872,36.0002373377559
881,36.2538351519851
883,37.5078201328736
885,43.2329591758191
886,39.4880088503617
887,38.6190853883397
888,46.662442682982
889,47.5876425707854
890,34.5910394433476
892,45.9716314718163
893,45.4595443165075
900,41.8205682748288
904,35.1911641617878
905,34.0804313599152
911,40.869981563532
913,40.6218473047384
918,38.3276152514056
921,33.4105085699742
922,45.292237282645
933,40.2278699992338
934,35.8114737421745
938,37.1094713216576
940,40.2877006022308
941,44.2274582548289
947,39.5844643739494
951,35.6225437420537
959,41.6251730939543
960,33.8503383055026
964,45.099129730307
978,44.4116955725794
979,36.5335777448209
983,37.6618283824366
986,37.6732164307493
988,45.4734128376146
991,45.1213118255718
997,42.3193436533964
1011,47.8594483772602
1012,41.4355880874743
1013,34.3192766764496
1019,32.9811806913126
1020,36.8624631656199
1027,53.2089401268058
1036,38.4268969977866
1041,41.8007228190715
1049,37.3367197567349
1053,42.5938320497257
1055,44.2341278865586
1065,45.6938265940866
1068,39.6212522628767
1070,39.4928744185463
1081,36.1148559134914
1082,33.6186233323243
1101,33.8259933380745
1106,44.6948085244696
1107,31.4463899328225
1110,41.4915846274039
1111,38.7239868483574
1115,41.7446350641039
1122,38.7570184126626
1127,34.5396168216809
1133,44.0820215845504
1138,37.8646594218088
1145,37.0819919828988
1152,38.8236734484721
1154,42.5808147635535
1163,29.830928487743
1165,41.973534359806
1166,43.1135810355386
1167,45.2922203442519
1175,35.1851848446632
1179,35.3587618765671
1180,43.1156485174914
1183,37.9359675123157
1184,44.5872953276791
1187,38.1691103780846
1200,39.3545704958474
1205,45.7748466544557
1210,44.0196482300666
1213,37.6132038176524
1218,34.6711573881238
1222,43.7536341032746
1225,44.9219632448221
1226,33.3966588224703
1232,47.4088937158897
1233,53.7814809106915
1235,51.6330263346938
1245,30.6236910056385
1246,38.8805693989144
1252,40.1746958561143
1255,38.148778062711
1261,33.2781527543318
1264,42.1348333065353
1274,48.5366692995232
1276,41.0025693450036
1290,29.8595170201196
1306,39.2761136354283
1308,49.7228465823769
1315,44.9432174098173
1319,35.0317732380058
1320,35.5449660972071
1327,36.913174323752
1336,44.8968988423518
1338,40.1988607111413
1343,46.3311898096265
1344,37.7605987303084
1351,38.2457002626936
1357,42.6754412071191
1358,37.7454227502232
1359,49.8783749027511
1368,44.1974232919632
1373,40.49567517307
1378,41.9357689269422
1380,34.768858264817
1383,38.8312779115654
1390,39.4500069820584
1391,50.0845267903609
1394,36.5354192163793
1395,38.3356496033186
1397,49.0358508701784
1410,27.5753412634643
1416,37.176933263576
1422,41.9126054221509
1429,43.9001432425196
1431,47.8885401572761
1433,43.0171925164381
1435,50.4133936516252
1442,46.7026732658093
1444,42.4642697461896
1445,39.0786673622308
1451,46.749266228213
1458,38.0942094082902
1460,43.4361104979224
1464,49.5482695233013
1465,45.2064746623585
1469,45.3586013900733
1470,47.8622199797471
1473,40.4857720022461
1476,43.9125524167358
1480,45.0743259738607
1489,38.5826100318229
1498,32.7890467372964
1501,43.9417296823135
1506,36.1364091294817
1507,51.8612782993367
1509,47.0150183997653
1511,38.9623446373844
1514,43.7656376998161
1515,40.8762824302399
1517,43.0186757708584
1518,28.6028318290097
1519,45.6289528850758
1524,34.0677313823485
1527,51.0916057750327
1529,43.0506419218421
1538,46.8491566876119
1539,33.5913971895008
1540,43.1493800623648
1546,49.2481875853567
1556,40.4756466227502
1562,39.7417760404721
1563,48.5170665797095
1568,42.4380581889481
1569,38.5849097308304
1572,34.5602600980221
1577,31.0719225308704
1578,46.3353643081323
1580,30.2441187734705
1584,42.340334445818
1585,42.0137646868274
1591,33.6752540531835
1594,32.9643054185506
1595,39.3450639179958
1596,33.5379388396659
1600,41.4925851311532
1601,36.4169967116863
1608,46.9410335447531
1611,42.7887775709118
1624,43.2839435270143
1629,36.1683833071959
1633,40.5094026624172
1636,38.400125540009
1639,32.9594105353407
1644,41.1690833807411
1645,41.4309412781503
1646,37.8083747726636
1648,41.8038280795929
1657,42.4508543000857
1660,36.9003591190679
1661,42.0812563082946
1671,44.9351188756901
1673,37.1232795459892
1677,35.0417471066469
1679,41.6366737860654
1684,38.2715013754426
1689,33.3442906040397
1694,35.7438767525843
1709,31.9874230024388
1713,36.6675580624014
1714,46.5099892256206
1715,35.1234138173113
1724,43.434483201538
1728,37.6003604042004
1735,36.8254139840363
1738,43.0014165826132
1740,42.2925316964993
1748,39.0303818082817
1750,39.2935221937544
1752,39.8578886625157
1755,36.2601862838636
1761,38.6506078228195
1762,36.5972712935018
1765,29.1065894172255
1775,35.9275863316415
1779,42.4006559936546
1782,41.0329612264549
1786,32.8500862774967
1787,34.7822981313614
1789,46.9927788568603
1795,47.11690178722
1798,39.6866002199743
1799,37.626297951314
1800,35.5749077218704
1801,42.9935212843855
1802,42.7297857568866
1807,42.2146227258311
1815,40.6923199946026
1821,52.6925146270702
1822,37.7314718290295
1833,42.1599855521119
1835,36.5961001068939
1842,42.1054037910999
1843,38.286289865843
1846,44.2731924083378
1855,45.1559486036962
1856,46.0296829495854
1859,45.593466198299
1860,37.9783565561336
1864,38.9094935112458
1866,44.0672177179235
1868,41.4267891670661
1872,29.7631065549382
1879,42.5524088190935
1880,32.4943649763716
1882,44.567375329425
1884,40.4106659640873
1891,47.0534936380029
1897,51.4962498387629
1899,35.6389719136864
1905,41.6274874403576
1909,37.4150620569547
1918,39.9695308876984
1920,38.2657067638164
1923,39.236952290092
1927,34.2544212476891
1929,39.9173273947701
1932,44.3775241477359
1933,52.9848907175865
1934,40.1913065641901
1938,39.3105911619235
1939,42.5123042785634
1942,39.2681047150363
1945,42.0183889590357
1952,41.0362447844009
1958,33.0220033536931
1962,42.3458989057787
1963,35.985961635058
1968,41.8514183743964
1969,36.4411243340763
1970,42.6427270299753
1973,40.828381425993
1978,42.5831014234788
1985,46.818982022006
2000,41.5426273073068
2001,40.7258977338465
2006,39.4707319203751
2009,34.4198607744169
2014,38.7088412460498
2017,35.8410698132662
2018,40.5077322707679
2019,48.2368315200873
2024,35.0304339618073
2026,42.7407058870757
2042,35.3423336110845
2044,35.4083891497038
2061,44.8176685708144
2068,40.9810683144211
2071,45.1468885642056
2073,34.3523696750984
2075,30.0727245800453
2077,42.1724372053687
2079,59.0023426011195
2080,40.8644149660333
2085,41.5093192207162
2088,37.7673679811857
2093,41.1908126768714
2094,40.4595503857583
2095,35.6870942924301
2100,38.378299951203
2101,43.4446637448309
2105,36.2860807176077
2107,43.7054422101374
2108,33.6549326642998
2115,42.3607778705618
2116,38.9667125633047
2117,51.1754230476563
2125,42.4145027820879
2130,39.8493086936994
2132,35.8251484659954
2133,50.7513836233807
2147,41.6691147854076
2148,39.4893628119148
2150,45.0602686306443
2158,33.374451950207
2160,34.2938542649814
2162,40.9174709905665
2172,42.8045290474231
2173,41.2776124809914
2174,44.1498725998122
2176,42.7398396866227
2186,42.4438284751444
